department_id,department_name,month,year,total_admissions,avg_length_of_stay,avg_cost,total_revenue,occupancy_rate,nurse_patient_ratio
DEPT013,Dermatology,5,2023,90,4.5,5112,480596,0.8,1.8
DEPT013,Dermatology,6,2023,117,8.2,10469,1272717,0.86,2.6
DEPT013,Dermatology,7,2023,85,3.1,13822,1230264,0.69,2.6
DEPT013,Dermatology,8,2023,121,7.2,7981,982593,0.82,1.5
DEPT013,Dermatology,9,2023,161,4.0,14137,2360985,0.72,2.8
DEPT013,Dermatology,10,2023,138,6.5,11585,1613267,0.69,1.2
DEPT013,Dermatology,11,2023,116,6.5,9463,1126381,0.69,2.0
DEPT013,Dermatology,12,2023,71,8.1,14047,1019002,0.84,2.6
DEPT014,Urology,1,2023,144,6.4,14499,2081336,0.8,2.8
DEPT014,Urology,2,2023,126,4.4,7536,915908,0.73,2.1
DEPT014,Urology,3,2023,99,7.8,13188,1344568,0.69,2.6
DEPT014,Urology,4,2023,176,8.1,4848,865369,0.67,1.9
DEPT014,Urology,5,2023,175,8.3,8898,1491408,0.69,2.7
DEPT014,Urology,6,2023,126,3.8,4329,536387,0.81,2.3
DEPT014,Urology,7,2023,71,5.7,5425,376620,0.81,1.6
DEPT014,Urology,8,2023,147,2.7,7795,1176906,0.78,1.9
DEPT014,Urology,9,2023,133,6.4,7531,1046378,0.69,1.4
DEPT014,Urology,10,2023,85,4.8,11977,1002348,0.78,1.4
DEPT014,Urology,11,2023,87,5.0,12435,1051191,0.74,2.7
DEPT014,Urology,12,2023,139,6.5,7587,1012899,0.67,1.9
DEPT015,Nephrology,1,2023,172,3.7,12203,2028321,0.74,2.6
DEPT015,Nephrology,2,2023,90,2.5,8434,762876,0.73,1.8
DEPT015,Nephrology,3,2023,65,8.3,4547,283579,0.79,1.7
DEPT015,Nephrology,4,2023,114,7.6,5409,591705,0.71,1.4
DEPT015,Nephrology,5,2023,112,6.2,6998,813184,0.69,2.1
DEPT015,Nephrology,6,2023,128,7.6,4743,592596,0.84,2.4
DEPT015,Nephrology,7,2023,150,4.4,4252,668338,0.73,2.4
DEPT015,Nephrology,8,2023,107,5.5,13513,1417200,0.71,1.4
DEPT015,Nephrology,9,2023,72,6.4,10853,795973,0.66,1.6
DEPT015,Nephrology,10,2023,100,5.3,10137,1052926,0.87,1.6
DEPT015,Nephrology,11,2023,87,2.9,12364,1038170,0.9,1.5
DEPT015,Nephrology,12,2023,130,5.1,11051,1405934,0.83,2.4
DEPT016,Pulmonology,1,2023,100,7.6,4603,447588,0.84,2.3
DEPT016,Pulmonology,2,2023,139,5.9,9250,1275446,0.76,1.5
DEPT016,Pulmonology,3,2023,80,6.4,10585,855211,0.91,2.6
DEPT016,Pulmonology,4,2023,105,4.7,8162,897383,0.76,1.7
DEPT016,Pulmonology,5,2023,144,7.1,11346,1589417,0.83,1.6
DEPT016,Pulmonology,6,2023,169,2.7,5201,855869,0.77,1.3
DEPT016,Pulmonology,7,2023,78,3.5,4549,363994,0.87,2.7
DEPT016,Pulmonology,8,2023,87,5.1,12102,1035438,0.74,1.7
DEPT016,Pulmonology,9,2023,64,4.1,8518,548377,0.86,2.4
DEPT016,Pulmonology,10,2023,185,3.7,11334,2171621,0.86,1.6
DEPT016,Pulmonology,11,2023,66,2.9,12478,804351,0.79,1.6
DEPT016,Pulmonology,12,2023,159,5.1,10678,1745250,0.71,2.1
DEPT000,Emergency Medicine,1,2024,185,6.9,5640,997177,0.7,2.6
DEPT000,Emergency Medicine,2,2024,81,8.3,7099,563886,0.66,1.8
DEPT000,Emergency Medicine,3,2024,101,5.5,10304,1081240,0.68,2.5
DEPT000,Emergency Medicine,4,2024,183,6.4,7733,1454868,0.66,2.7
DEPT000,Emergency Medicine,5,2024,112,7.2,13601,1592845,0.83,1.7
DEPT000,Emergency Medicine,6,2024,152,7.8,5860,886908,0.68,1.6
DEPT000,Emergency Medicine,7,2024,174,7.7,9627,1662418,0.73,2.5
DEPT000,Emergency Medicine,8,2024,71,7.8,8148,578624,0.7,2.2
DEPT000,Emergency Medicine,9,2024,189,4.4,11201,2078245,0.86,1.6
DEPT000,Emergency Medicine,10,2024,106,4.2,10337,1105288,0.89,2.2
DEPT000,Emergency Medicine,11,2024,117,4.3,4463,512884,0.89,2.1
DEPT000,Emergency Medicine,12,2024,68,4.9,7855,522096,0.69,1.9
DEPT001,Cardiology,1,2024,72,8.1,14604,1024523,0.89,2.4
DEPT001,Cardiology,2,2024,71,7.3,8937,617206,0.85,1.3
DEPT001,Cardiology,3,2024,168,5.3,7797,1259632,0.86,2.5
DEPT001,Cardiology,4,2024,108,6.5,14991,1611999,0.68,2.5
DEPT001,Cardiology,5,2024,127,2.8,8911,1119882,0.77,2.4
DEPT001,Cardiology,6,2024,190,5.7,10987,2063590,0.73,1.6
DEPT001,Cardiology,7,2024,178,2.6,13172,2453194,0.82,2.1
DEPT001,Cardiology,8,2024,170,6.4,13437,2259571,0.92,1.8
DEPT001,Cardiology,9,2024,103,7.0,11224,1171157,0.72,2.2
DEPT001,Cardiology,10,2024,125,3.8,12358,1516635,0.8,1.3
DEPT001,Cardiology,11,2024,122,5.0,12140,1535048,0.8,2.7
DEPT001,Cardiology,12,2024,168,2.5,14994,2624884,0.82,2.1
DEPT002,Orthopedics,1,2024,118,3.8,12090,1401132,0.66,2.4
DEPT002,Orthopedics,2,2024,69,4.3,5127,364162,0.74,2.4
DEPT002,Orthopedics,3,2024,166,7.4,8197,1336289,0.75,2.0
DEPT002,Orthopedics,4,2024,195,3.1,5341,1006091,0.66,2.7
DEPT002,Orthopedics,5,2024,79,2.8,6063,498468,0.69,2.3
DEPT002,Orthopedics,6,2024,97,7.6,7062,664585,0.74,2.0
DEPT002,Orthopedics,7,2024,90,5.1,4472,386830,0.68,2.4
DEPT002,Orthopedics,8,2024,112,5.7,6103,703224,0.87,2.7
DEPT002,Orthopedics,9,2024,178,7.6,5012,901892,0.73,1.6
DEPT002,Orthopedics,10,2024,193,6.3,15391,3100383,0.72,2.3
DEPT002,Orthopedics,11,2024,72,7.5,7982,588800,0.85,1.2
DEPT002,Orthopedics,12,2024,194,4.6,11848,2339530,0.89,2.5
DEPT003,Neurology,1,2024,85,3.0,4528,367594,0.88,2.2
DEPT003,Neurology,2,2024,192,2.7,5842,1105667,0.77,1.3
DEPT003,Neurology,3,2024,158,2.6,10860,1773255,0.65,2.4
DEPT003,Neurology,4,2024,172,4.8,13829,2268926,0.68,1.9
DEPT003,Neurology,5,2024,136,6.4,8614,1167459,0.88,1.8
DEPT003,Neurology,6,2024,66,5.2,7139,487454,0.78,2.0
DEPT003,Neurology,7,2024,70,3.8,9141,642492,0.8,2.5
DEPT003,Neurology,8,2024,196,7.7,7384,1378838,0.66,1.4
DEPT003,Neurology,9,2024,160,7.1,4677,783208,0.71,1.3
DEPT003,Neurology,10,2024,110,6.8,13480,1507290,0.87,2.1
DEPT003,Neurology,11,2024,112,3.5,11048,1212138,0.73,2.4
DEPT003,Neurology,12,2024,125,8.2,4770,619712,0.67,1.5
DEPT004,Oncology,1,2024,179,3.4,9200,1629242,0.73,1.7
DEPT004,Oncology,2,2024,67,4.4,14896,995157,0.89,2.4
DEPT004,Oncology,3,2024,66,7.8,13699,936654,0.82,2.5
DEPT004,Oncology,4,2024,127,6.9,13368,1666872,0.85,2.8
DEPT004,Oncology,5,2024,95,7.1,4716,425642,0.7,1.4
DEPT004,Oncology,6,2024,189,6.7,8572,1679594,0.66,1.9
DEPT004,Oncology,7,2024,178,8.3,5655,1056277,0.76,2.2
DEPT004,Oncology,8,2024,171,8.3,9259,1506546,0.71,2.3
DEPT004,Oncology,9,2024,169,7.9,6634,1077977,0.71,2.0
DEPT004,Oncology,10,2024,187,2.6,15280,2888775,0.7,2.4
DEPT004,Oncology,11,2024,177,7.4,14851,2625867,0.88,1.2
DEPT004,Oncology,12,2024,165,5.2,11764,1972251,0.71,2.3
DEPT005,Pediatrics,1,2024,110,3.8,6307,710691,0.82,2.2
DEPT005,Pediatrics,2,2024,83,5.0,6191,524531,0.88,1.6
DEPT005,Pediatrics,3,2024,162,5.9,14067,2258004,0.74,2.6
DEPT005,Pediatrics,4,2024,179,2.7,8772,1579439,0.68,1.2
DEPT005,Pediatrics,5,2024,68,6.5,10235,688525,0.67,1.5
DEPT005,Pediatrics,6,2024,77,4.2,4623,349298,0.9,1.3
DEPT005,Pediatrics,7,2024,162,5.3,13906,2339218,0.79,2.7
DEPT005,Pediatrics,8,2024,185,4.5,8611,1572908,0.65,2.0
DEPT005,Pediatrics,9,2024,110,3.7,7368,828033,0.78,1.5
DEPT005,Pediatrics,10,2024,116,4.9,4414,487880,0.72,2.2
DEPT005,Pediatrics,11,2024,181,7.7,5527,1042424,0.68,1.7
DEPT005,Pediatrics,12,2024,94,3.5,12413,1111459,0.87,2.1
DEPT006,Internal Medicine,1,2024,146,6.5,14962,2189224,0.69,1.4
DEPT006,Internal Medicine,2,2024,157,5.4,10475,1573916,0.68,2.0
DEPT006,Internal Medicine,3,2024,116,3.9,9224,1118794,0.82,1.7
DEPT006,Internal Medicine,4,2024,145,5.3,5395,798154,0.66,2.8
DEPT006,Internal Medicine,5,2024,100,4.0,8028,795355,0.9,1.5
DEPT006,Internal Medicine,6,2024,132,5.9,5219,711855,0.66,2.1
DEPT006,Internal Medicine,7,2024,187,5.7,5513,982593,0.76,1.9
DEPT006,Internal Medicine,8,2024,81,6.9,4496,372426,0.86,1.4
DEPT006,Internal Medicine,9,2024,122,6.5,5747,732568,0.65,1.5
DEPT006,Internal Medicine,10,2024,71,6.3,11575,849955,0.9,1.3
DEPT006,Internal Medicine,11,2024,99,7.0,10172,1020679,0.76,2.6
DEPT006,Internal Medicine,12,2024,70,7.2,10745,778726,0.86,1.3
DEPT007,Surgery,1,2024,123,4.3,14498,1818872,0.82,1.2
DEPT007,Surgery,2,2024,130,4.4,10985,1459334,0.71,2.3
DEPT007,Surgery,3,2024,113,8.3,11414,1320153,0.88,2.7
DEPT007,Surgery,4,2024,167,3.3,15143,2409470,0.8,1.7
DEPT007,Surgery,5,2024,145,2.8,6004,871557,0.65,1.7
DEPT007,Surgery,6,2024,192,5.3,5712,1068214,0.69,1.5
DEPT007,Surgery,7,2024,117,3.9,5648,628887,0.78,2.4
DEPT007,Surgery,8,2024,114,2.9,12997,1518065,0.87,1.4
DEPT007,Surgery,9,2024,118,3.1,8723,1035513,0.69,2.7
DEPT007,Surgery,10,2024,130,7.5,12863,1608187,0.74,2.0
DEPT007,Surgery,11,2024,89,7.5,6481,553753,0.81,1.2
DEPT007,Surgery,12,2024,174,3.4,15013,2535427,0.85,1.7
DEPT008,Psychiatry,1,2024,117,8.2,13261,1583726,0.85,2.3
DEPT008,Psychiatry,2,2024,158,2.7,8896,1399895,0.76,2.1
DEPT008,Psychiatry,3,2024,128,6.3,9562,1189944,0.84,2.6
DEPT008,Psychiatry,4,2024,97,5.1,11451,1148385,0.69,1.8
DEPT008,Psychiatry,5,2024,92,6.5,6860,616847,0.76,1.7
DEPT008,Psychiatry,6,2024,134,6.3,10931,1450937,0.92,2.4
DEPT008,Psychiatry,7,2024,80,8.0,11961,946574,0.72,1.5
DEPT008,Psychiatry,8,2024,192,2.7,7890,1543504,0.83,2.4
DEPT008,Psychiatry,9,2024,93,8.5,7744,695869,0.75,1.8
DEPT008,Psychiatry,10,2024,170,6.6,8972,1479831,0.74,2.2
DEPT008,Psychiatry,11,2024,114,7.6,10330,1136297,0.87,2.0
DEPT008,Psychiatry,12,2024,193,7.6,15078,2838000,0.66,2.2
DEPT009,Radiology,1,2024,115,7.5,9739,1164617,0.69,1.5
DEPT009,Radiology,2,2024,176,6.6,13926,2511962,0.81,1.7
DEPT009,Radiology,3,2024,134,5.4,11750,1540075,0.71,2.1
DEPT009,Radiology,4,2024,148,4.3,14601,2257358,0.67,1.8
DEPT009,Radiology,5,2024,114,6.6,11183,1223292,0.67,1.6
DEPT009,Radiology,6,2024,110,7.1,6514,721184,0.74,1.3
DEPT009,Radiology,7,2024,135,5.1,12298,1738852,0.78,2.4
DEPT009,Radiology,8,2024,177,4.0,13819,2499790,0.9,2.2
DEPT009,Radiology,9,2024,89,5.9,9221,833324,0.69,2.7
DEPT009,Radiology,10,2024,121,8.3,12632,1473854,0.91,2.7
DEPT009,Radiology,11,2024,159,6.3,12124,1922647,0.74,2.1
DEPT009,Radiology,12,2024,82,3.0,15294,1231224,0.66,1.8
DEPT010,Anesthesiology,1,2024,68,3.5,9750,669029,0.91,2.3
DEPT010,Anesthesiology,2,2024,195,3.1,4917,980566,0.73,2.3
DEPT010,Anesthesiology,3,2024,95,2.8,8102,740551,0.77,2.3
DEPT010,Anesthesiology,4,2024,151,2.5,10140,1582869,0.87,1.8
DEPT010,Anesthesiology,5,2024,156,5.9,10593,1633230,0.91,1.4
DEPT010,Anesthesiology,6,2024,168,3.3,7223,1216149,0.91,1.9
DEPT010,Anesthesiology,7,2024,182,4.0,6323,1175974,0.74,2.0
DEPT010,Anesthesiology,8,2024,69,3.8,8672,602857,0.71,1.3
DEPT010,Anesthesiology,9,2024,151,6.6,9150,1347492,0.85,2.2
DEPT010,Anesthesiology,10,2024,151,2.5,7848,1227864,0.68,2.3
DEPT010,Anesthesiology,11,2024,106,7.3,15072,1588875,0.74,2.8
DEPT010,Anesthesiology,12,2024,180,3.7,13834,2407230,0.68,1.7
DEPT011,Obstetrics,1,2024,74,7.4,5044,365356,0.66,2.8
DEPT011,Obstetrics,2,2024,147,4.5,9123,1343446,0.7,1.3
DEPT011,Obstetrics,3,2024,83,4.6,6058,512352,0.84,2.2
DEPT011,Obstetrics,4,2024,127,5.0,5256,648869,0.86,1.4
DEPT011,Obstetrics,5,2024,144,4.7,5200,774954,0.86,2.8
DEPT011,Obstetrics,6,2024,68,4.8,12821,902627,0.89,1.6
DEPT011,Obstetrics,7,2024,150,7.1,10650,1633763,0.72,2.2
DEPT011,Obstetrics,8,2024,72,4.3,10111,751073,0.66,2.2
DEPT011,Obstetrics,9,2024,99,7.6,11484,1126136,0.7,2.7
DEPT011,Obstetrics,10,2024,66,3.5,6267,432377,0.88,2.2
DEPT011,Obstetrics,11,2024,141,7.2,4917,682836,0.87,1.2
DEPT011,Obstetrics,12,2024,157,5.3,5803,888206,0.67,1.5
DEPT012,Gastroenterology,1,2024,157,5.1,7935,1281785,0.84,1.2
DEPT012,Gastroenterology,2,2024,124,6.4,8390,1043778,0.78,2.4
DEPT012,Gastroenterology,3,2024,91,3.8,4647,423579,0.8,2.8
DEPT012,Gastroenterology,4,2024,160,2.7,12400,1996869,0.83,1.6
DEPT012,Gastroenterology,5,2024,141,2.6,6583,908963,0.7,2.6
DEPT012,Gastroenterology,6,2024,113,4.9,8580,938682,0.75,1.4
DEPT012,Gastroenterology,7,2024,102,3.6,7406,741146,0.89,2.5
DEPT012,Gastroenterology,8,2024,102,2.5,9124,918950,0.71,2.5
DEPT012,Gastroenterology,9,2024,136,2.9,9079,1257224,0.71,1.3
DEPT012,Gastroenterology,10,2024,134,5.3,14315,1954303,0.66,1.8
DEPT012,Gastroenterology,11,2024,97,5.8,7473,746950,0.88,1.9
DEPT012,Gastroenterology,12,2024,99,5.4,13962,1407859,0.85,1.8
DEPT013,Dermatology,1,2024,100,5.4,13008,1317711,0.83,2.4
DEPT013,Dermatology,2,2024,80,3.7,11250,943635,0.82,1.9
DEPT013,Dermatology,3,2024,130,4.3,7746,1046797,0.92,1.3
DEPT013,Dermatology,4,2024,97,3.3,5087,494236,0.67,2.7
DEPT013,Dermatology,5,2024,73,2.6,14895,1044820,0.9,2.8
DEPT013,Dermatology,6,2024,114,8.0,12043,1333840,0.74,2.6
DEPT013,Dermatology,7,2024,102,4.8,9740,953810,0.77,2.2
DEPT013,Dermatology,8,2024,188,8.5,11326,2084235,0.72,1.8
DEPT013,Dermatology,9,2024,170,6.6,6509,1131142,0.84,1.2
DEPT013,Dermatology,10,2024,167,5.8,5061,875010,0.76,1.9
DEPT013,Dermatology,11,2024,137,4.7,14902,1971650,0.74,1.9
DEPT013,Dermatology,12,2024,177,3.1,12888,2353966,0.76,2.7
DEPT014,Urology,1,2024,78,3.5,6446,506680,0.86,1.3
DEPT014,Urology,2,2024,69,6.1,14581,1000355,0.77,1.3
DEPT014,Urology,3,2024,145,7.7,13814,1926476,0.85,1.9
DEPT014,Urology,4,2024,155,5.1,6796,1035115,0.75,2.1
DEPT014,Urology,5,2024,154,6.8,8793,1293616,0.87,1.4
DEPT014,Urology,6,2024,79,7.2,12122,961344,0.65,1.8
DEPT014,Urology,7,2024,181,4.2,7409,1366423,0.71,1.7
DEPT014,Urology,8,2024,94,5.6,4697,454502,0.84,1.6
DEPT014,Urology,9,2024,75,4.0,5431,408929,0.79,2.2
DEPT014,Urology,10,2024,86,3.8,7379,604939,0.76,2.1
DEPT014,Urology,11,2024,97,6.4,12783,1277265,0.92,1.9
DEPT014,Urology,12,2024,126,4.9,11910,1463290,0.91,1.4
DEPT015,Nephrology,1,2024,112,6.0,10088,1173746,0.71,1.6
DEPT015,Nephrology,2,2024,151,7.7,6783,989309,0.91,1.8
DEPT015,Nephrology,3,2024,97,8.2,8758,840911,0.87,1.4
DEPT015,Nephrology,4,2024,170,5.8,12888,2292174,0.66,1.7
DEPT015,Nephrology,5,2024,195,4.0,8449,1694772,0.79,2.4
DEPT015,Nephrology,6,2024,133,6.1,13037,1806492,0.75,1.4
DEPT015,Nephrology,7,2024,132,5.2,13253,1788478,0.76,2.2
DEPT015,Nephrology,8,2024,162,5.7,6208,1025818,0.91,2.2
DEPT015,Nephrology,9,2024,94,6.3,6486,635343,0.81,2.3
DEPT015,Nephrology,10,2024,100,4.9,7835,758370,0.7,2.5
DEPT015,Nephrology,11,2024,146,6.8,7595,1138132,0.8,1.4
DEPT015,Nephrology,12,2024,69,6.6,9329,631725,0.68,2.6
DEPT016,Pulmonology,1,2024,124,7.2,15064,1947853,0.9,2.1
DEPT016,Pulmonology,2,2024,66,3.2,8243,545072,0.75,2.6
DEPT016,Pulmonology,3,2024,181,6.5,11294,1965322,0.76,1.2
DEPT016,Pulmonology,4,2024,101,7.2,6989,725272,0.74,1.3
DEPT016,Pulmonology,5,2024,133,7.3,9273,1190394,0.84,2.1
DEPT016,Pulmonology,6,2024,106,3.6,9467,962782,0.7,1.4
DEPT016,Pulmonology,7,2024,137,5.4,11205,1506350,0.75,2.1
DEPT016,Pulmonology,8,2024,96,4.0,7679,727046,0.91,1.5
DEPT016,Pulmonology,9,2024,176,3.1,14537,2640190,0.8,2.4
DEPT016,Pulmonology,10,2024,168,6.8,14434,2497821,0.89,1.6
DEPT016,Pulmonology,11,2024,86,7.3,13997,1236594,0.89,2.0
DEPT016,Pulmonology,12,2024,77,5.2,6459,478739,0.91,1.9
